comment,rating_star,itemid
"Performance:great
Product Quality:not bad for the price, really good
Best Feature:lights and color

Ang ganda. No factory defect, malfunctions, or any issues. Sulit pera dito. Highly recommended na dito bumili kung gusto mo affordable at yung quality ay sulit. Thank you seller, nagustuhan ko item niyo. Will buy again here",5,16357290024
"Performance:99%
Product Quality:99%

Thankyou seller!
Order ako lit . Soon.",5,16357290024
"Product Quality:good
Best Feature:good
Performance:good

goods bago

maganda magaan

ok na presyo maganda

sana tumagal ok lang kahit hindi mura naman presyo nya

napakabilis ng shipment

salamat bossing",5,16357290024
"Product Quality:Very Good
Performance:Good
Best Feature:Good mechanical feel and good rgb light

I recommend na bilhin itong mouse. Hindi sobrang liwanag yung ilaw ng mouse. Maganda din yung feeling kapag kiniclick yung right and left ng mouse. Worth it ito kahit plastic yung quality. Sana magtagal sa kamay ko hahahaha.",5,16357290024
"Performance:10/10
Best Feature:The lights
Product Quality:10/10

This product is awesome and very affordable. I'm going to buy here from now on, when I need something for my pc!! Shop is highly recommend.",5,16357290024
"Product Quality:SUPERB!
Best Feature:LIGHTWEIGHT, CONVENIENT AND EASY TO CLICK
Performance:EXCELLENT!

To be honest I am not expecting that it's super worth it for its price, like it's so cheap man, but look worth every penny, hope it will last. 

Thank you to this store!",5,16357290024
"Best Feature:the lights
Performance:gumagana naman po
Product Quality:sana tumagal lalo na yung pag scroll, madalas kasi yun ang madaling masira

Sira ang box nya pero okay naman ang item, hindi lang na secure maigi ang parcel.",5,16357290024
"Best Feature:color
Product Quality:nice
Performance:okay

the parcel arrived immediately
mabuti naman at tama ang order na binigay sakin tama ang size at kulay
hindi nagsesend  si seller ng picture bago ishipped ang items
okay ang packaging maayos at hindi nasira ang mga binili ko.
will order again thank you so much",5,16357290024
"Performance:not yet tried
Best Feature:color
Product Quality:okay

the parcel arrived immediately
mabuti naman at tama ang order na binigay sakin tama ang size at kulay
hindi nagsesend  si seller ng picture bago ishipped ang items
okay ang packaging maayos at hindi nasira ang mga binili ko.
will order again thank you so much",5,16357290024
"Product Quality:Excellent
Best Feature:Color & Lights
Performance:100%

Fast Delivery, satisfied customer, magagamit ko na din sa wakas yung AutoCAD, worth the price ♥️",5,16357290024
"Love it! Thank you shopee!! Also I haven't tried the product itself but the packaging is good and it came safely, it didn't take too long for it to arrive so it's good",5,16357290024
"Performance:good
Product Quality:good
Best Feature:lights

Good product. Shipped immediately. Seller sends pic before shipping. Thank you so much! Gdbless!
Good product. Shipped immediately. Seller sends pic before shipping. Thank you so much! Gdbless!",5,16357290024
"Product Quality:All good
Best Feature:Clicking sound and the color
Performance:good

Thank you po seller. 
Mabilis  at maayos po siyang dumating, sana hindi siya mabilis na masira. 
💜",5,16357290024
"Performance:good
Product Quality:good
Best Feature:good

thank you seller no damage .. wala nasira pero napakaganda po kahi matagal delivery just patience and thank u sa riders ...",5,16357290024
"Performance:great
Best Feature:color and design
Product Quality:good

Hoping tumagal siya and I like their packaging, secured and it comes with a box which I liked. Thank you so much!",5,16357290024
"Best Feature:light
Performance:good
Product Quality:good

Product quality First of all, it is not enough to understand the definitions of the customer satisfaction, it is very important to look at the things that have influence on customer satisfaction. To begin with, product quality is one of the main factors that has influence on customer satisfaction, and product quality has close relationship with the customer’s satisfaction (Shahraki, 2008).",4,16357290024
"I love it ! Super cute ginamit ko na 🩷 Smooth sya gamitin for a cheap price 👍 Sulit buy , Packed well also. Sana lang magtagal and di masira agad",5,16357290024
"Performance:good
Best Feature:led lights

very affordable light weight maganda din very sulit for uts price will buy again pag nasira pero muka nman sya matibay",5,16357290024
"Performance:okay lang
Best Feature:color
Product Quality:mura at maganda

Mura lang kaya sana tumagal, kaya ko sya binili dahil mura at sa kulay. Maganda naman ang quality.",5,16357290024
Magaan lang siya pero ok narin para sa price niya maganda din naman kase 🫰 Nakakalibang siya gamitin kasi ang ganda ng mga colors niya 💜,5,16357290024
"Product Quality:The product was nice for it's price the quality rin is nice. Thank you seller for very accommodating service, more power",5,16357290024
"Best Feature:Nice
Product Quality:Looks like a good deal
Performance:Smooth

Not sure if it is going to last but i think it is worth the price for it's first time use...",5,16357290024
"Best Feature:very responsive
Product Quality:good
Performance:good

Super thank you seller na pakiusap ko ma ship agad, kahapon ko na order, dumating agad today. Sa murang halaga worth ito, hope this will last a long time.",5,16357290024
Sobrang cute ng mouse😍 Medyo magaan at malaki. Ang ganda kasi umiilaw tapos paiba iba din ung ilaw. Gumagana naman ng maayos kaya sulit na sulit yung 59 pesos. Salamat seller..,5,16357290024
"Best Feature:good
Performance:ver good
Product Quality:excellent

Mabilis dumating ang delivery. Walang damage. Thank you seller. Well recommended ang store. Very useful too.",3,16357290024
"Performance:perfect

Napaka ganda at perfect item at sobra bait ni seller for packing haggang sa ma deliver talaga lage sya nag uupdate hehe sobra bait talaga. Thank u po oorder po ako ulit and more sales 🥰🥳🎈",5,16357290024
Wow!  Great. Ang gaganda... This is my first time buying in this shop. Thumbs up! Got the items complete.. Excellent quality and shipped them immediately.. Will order again. Thank you! 😍,5,16357290024
"Best Feature:My kids like the design
Performance:Works fine when tested, lightweight
Product Quality:compatible with all our devices

Changing light color works, correct color was sent, quick delivery",5,16357290024
"Performance:good quality
Product Quality:good quality
Best Feature:good quality

Thank you seller ganda ng quality niya. Gumagana siya sa loptop ko, ganda ng kulay niya lalo na pag naglalaro ka next time ulit order ako pag nasira 😅.. Thank you kuya rider.. Salamat shopee🥰🥰 👏",5,16357290024
"Best Feature:cute
Performance:good
Product Quality:good

Sobrang Ganda Ng kulay and working .Mabilis dn na ship and secured. Slamat sa uulitin Po dnalfhehakdlahexd",5,16357290024
"Product Quality:very good
Performance:best
Best Feature:Iba iba color nya.

Bilis ng shipping. About the product itself, maganda talaga sya. Good quality from Sycat. Keep it up. Recommend ko shop na to guys.",5,16357290024
"Product Quality:100
Best Feature:100
Performance:100

Yey! Happy customer here! Napaka Mura, sobrang ganda at mabilis na transaction from seller rider to customer.",5,16357290024
"HIGHLY RECOMMENDED ang shop/ seller!!! Plus mas affordable yun item sa kanila! The item is very ute and light weight & madali naman iconnect sa laptops (ASUS) try ko din sa dell ko, sa cp later. D’ thing is, kudos talaga ang kind na seller! Yun item sana tumagal 🤣 thank you shopee",5,6161968244
"Ang ganda ng BK100 BT Keyboard, very slim and handy. Working perfectly. Yung mouse maganda rin, amazing dahil meron n syang built in nano receiver. Thank you Seller & Shopee, great buy, good buy! Will order again here. Excellent!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",5,6161968244
I got them thank you very much!! I don't have any problem with product! The seller is very responsive. ++ Abg easy den i connect sa device. Thank you again,5,6161968244
"Product Quality:👍
Performance:👍

Thank you po sa seller at kay kuya rider.. Order received na.. Nag respond po agad c seller nung nag tanong aq kung bakit hindi maiconnect ung mouse.. Kaya nagamit ko na po pareho.. Very usable po.. Thank you so much po ulit.. God bless po sa inyo",5,6161968244
"Late review.. Ang ganda super satisfied ako! In case of delivery ang bilis nya, not expected na darating agad sya two days lang yung shipping. Secured ng bubbles wrapped, nagulat ako na may free mouse sya, thank you Seller!! Gumagana all keys and yung mouse so cute working well. Will order again!!",5,6161968244
"ang ganda! worth the price, it works well! thank you so much seller!
it connects to my ipad and realme phone as well. Ganda gamitin kasi gaan lang ng keys sa keyboard and pagclick ng  mouse, super cute iloveit! thank you seller",5,6161968244
"Best Feature:9/10
Product Quality:9/10
Performance:10/10

So far so good. Seller is accomodating sending pics before the packaging. Served its purpose. Very cute and elegant look. Big help for those who love doing notes and editing. Thanks seller and to kuya delivery. Kudos...",5,6161968244
"Performance:all keys are working
Product Quality:Great quality
Best Feature:Bluetooth, rechargeable for keyboard and Mouse required battery

The parcel came nice. The keyboard color is light pink and the mouse is white. Good for my Huawei Tablet and phone. Will use for online classes. Parcel ship out immediately",5,6161968244
"Best Feature:good(pink white )
Performance:good
Product Quality:good

Thank you seller,🙏 pink keyboard with mouse,working naman lahat,ung mouse kala ko kulay pink din kc un ung nasa picture,kulay White pala!
thank you kuya rider🙏sa uulitin🙏",5,6161968244
"Best Feature:Excellent
Product Quality:Excellent
Performance:Excellent

Hi seller I already received the products and all of them are in good condition and working. Hopefully it will last. I'll order again next time thank you Seller and have a good day",5,6161968244
"Performance:great
Best Feature:portability
Product Quality:great

Received my ordered items well packed and safe. Will surely order again!",5,6161968244
"Product Quality:WORKS PERFECT! AND VERY EASY TO USE!
Performance:REALLY ENJOYED IT!
Best Feature:VERY FAST TO GET TO MY LOCATION, PAIRING IS SO FAST, CUTE COLOR!

VERY GOOD QUALITY THANK YOU ☺️☺️",5,6161968244
The item/s are so handy and can easily be connected.. Beautiful color. My son is so happy to have it! Thank you seller! Well order again..,5,6161968244
"Super ganda nya and swak lg din sya for the price.
And nirecommend ko din sya sa friend ko kase super cute and gumagana tlga sya.
And ang packaging din nya is maganada secure naman and the delivery time then siguro swak lg sya kase medj malayo din naman. Over all okay sya for me ",5,6161968244
"Performance:ok
Product Quality:ok
Best Feature:ok

The item is ok. Finally came. The item is correct. The packaging is beautiful. The order is complete. Very cheap. Thank you shopee. Thank you.",5,6161968244
"Received the items in good condition, although the quality is excellent, the RECEIVER is missing. Had to buy a battery. For the keyboard, it doesn't reconnect immediately upon turning on the bluetooth (unlike the mouse) so I have to inconveniently unpair and pair again",3,6161968244
"Best Feature:shortcuts working
Performance:ver fast and typey
Product Quality:metal plate at the bottom

I was expecting the pink mouse i got white instead, but all goods naman ung keyboard, its working very well, also ung mouse di ko pa natrytry",4,6161968244
"Best Feature:Wireless
Performance:Excellent
Product Quality:Good

I tried to use it with my phone and it's working. I received pink w/ white keyboard and a white mouse, I was kinda hoping that I'll receive a pink mouse but I've read the description that the only available color of the mouse was white so it's okay. The seller also sent me some pics of my order. Thank you so much, seller!",5,6161968244
"Product Quality:excellent!
Best Feature:KEYBOARD AND MOUSE!!!!
Performance:excellent!!

THE KEYBOARD INTERFACE WORKS SMOOTHLY AND THE MOUSE IS AN AVERAGE FOR ME. EASY TO USE AND VERY COMPATIBLE WITH DIFFERENT KINDS OF DEVICES. I WILL RECOMMEND THIS TO MY FELLOW FRIENDS IF THEY NEED ONE COZ ITS VERY LIGHT, HANDY, AND AESTHETICCC",5,6161968244
"Best Feature:10/10
Performance:10/10
Product Quality:10/10

Ang Ganda po nia, lahat po gumana TY POOO SELLER😘💗😉
And ang bait ni seller sinisend muna nia pic bago ipadala tenchu po❤️",5,6161968244
"Item is very nice looking and works perfectly. I even tried it sa phone and it works yey! All keys are working well also, plus it connects easily. Excited to use it!! ",5,6161968244
"Super bilis ng delivery inorder ko 2-13 dumating 2-15. Maganda rin ung pagkabubble wrap nia. Natry ko na rin ung keyboard and gumagana rin sya autoconnect pag in-on, ung mouse di ko pa natry kasi de-battery pala kala ko rechargeable rin, pero oks lng ung sa battery kasi double A na isa lng naman.",5,6161968244
"keyboard was so cute tas ang nipis nyaa pero parang mababali agad kung accidentally maupoan mo or what just becareful lang the typing sounds are also rlly cute i love itt,, about the mouse akala ko mint green pero it arrived white pero i dont mind, its just that if i turn it on nakikita ung light",5,6161968244
the keyboard is compact and sleek 🤍 very aesthetic ‼️ wish that the 10 inch was available tho but this ones okay too. It charges well and keys are fully functional. It also connects bluetooth really fast 💯thank you seller!!,5,6161968244
"Product Quality:good
Performance:good
Best Feature:good

Cute and nagustuhan Ng Kapatid ko. Malambot yong keyboard. Magaan lang siya.",5,6161968244
"Nice quality very accommodating Seller i love the color 🌟🌟🌟🌟🌟 
 After receiving please charge the both of it Mouse and keyboard for 1 to 2 hours i thought mine is not working but when i charge it for atleast 2 hours its perfectly working. 👌👌 will purchase again surely  $$ 💸💵 😍😍👍👍👍👍👍",5,6161968244
"Very good Performance Good But System not working properly okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
︎",5,6161968244
Maganda ang pagkakabalot at naka bubble wrap sya. Walang damaged. Nice product na test ko na at maganda ang performance. O order ako ulit sa shop na ito. Thanks sa shopee at sa seller and of course sa courier.,5,6161968244
Super nice..👍👍 Same quality sya nung nabili ko sa ibang store but with much cheaper price.. Maganda din yung bubble wrap na ginamit nila which is usually used in glass or any fragile items.. Madali din syang magconnect with bluetooth.. Hope tumagal sya.. 🤗🤗🤗,5,6161968244
"Performance:Working and no delays
Product Quality:Affordable and sleek design

Super love it. I was able to connect it to my android phone, tablet, and Windows PC. I hope matagal sya. Super magaan dalhin and cute ng color.",5,6161968244
Ergonomic and lightweight keyboard. Amazingly it paired sa iMac ko ng sobrang bilis lang. I didn't expect na it'll be just easy. Sobrang na exceed ang expectation ko with his keyboard. Maliit lang talaga sya compared to my magic keyboard and hindi lahat ng functions that you have are there pero ok,5,6161968244
Ang ganda. great packaging and delivered well. no delays. ang bilis dumating kahit province amin. thanks so much seller and the reviews.,5,6161968244
"Product Quality:👍
Performance:👍
Best Feature:👍

Thank you Seller for giving me complete, correct and in good condition item/s. ❤

The product is so amazing. You can now use keyboard even if you are just using your phone. Easy to connect to bluetooth.

The mouse is wireless as well. Hassle free when you are too lazt to use your laptop.

Minimal sounds when typing. Mouse is easy to glide as well.",5,6161968244
"Performance:Nice & Good
Best Feature:Working & Not Delay
Product Quality:Qualified

Omg thank you seller sa malaking discord sa presong 200+ meron nakong wireless keyboard and mouse set super thankful ako na nakita koto na shop na ito dahil diko afford yung iba kala ko una di gagana dahil ang mura,pero sana magtagall hahaha maraming salamat seller",5,6161968244
"Product Quality:working well.

Ang cute ☺️ thank you so much. Maganda to ipang regalo... Til next order. Mabilis din po dumating. Thank you seller.",5,6161968244
"Item arrived earlier than expected. Received the correct item. It’s so nice! Works perfectly fine and is charging as well. Thank you so much, seller! 💕",5,6161968244
"Performance:works well
Product Quality:mukhang matibay naman wag lang sigurong madaganan at baka mabali
Best Feature:maganda yung color,aesthetic tignan

Magaan lang pala sya perfect dalhin sa school at di gaanong kahabaan kasyang kasya sa bag. Yung mouse pala kayo na bibili ng battery na AAA.",5,6161968244
#NAME?,5,6161968244
"it’s sooo pretty!!!!! received the correct size & color! im lovin’ it! items are working perfectly fine. ive been using it for almost a week now. ordered last 7.7, received on 7.9. thank you so much!!!!! 🌟🌟🌟🌟🌟",5,6161968244
"Excited ako dumating 'to. Though Nag-expect ako na sana naka bubble wrap para walang damage sa item kaso wala, may box naman yung wireless keyboard unlike sa feedback ng iba na wala raw. Well, anyways goods naman ang item. Walang damage, and gumagana naman ganun rin ang bluetooth mouse. Ang cute 😍",5,6161968244
"Best Feature:KEYBOARD IS SOOO CUTEEE
Product Quality:it’s nice for its pricee it’s very affordableee and nice qualityy!! I swear!!
Performance:for keyboard it’s nice for now. The mouse is nice too.

Guys, you need to buy a battery for your mouse because they don’t provide that.. The battery is Triple A!",5,6161968244
"Product Quality:10/10
Best Feature:9/10
Performance:9/10

The product is good so far, no damage and also fast delivery and the seller is responsive. Thank you",5,6161968244
"Product Quality:9/10
Best Feature:easy to use
Performance:9/10

both mouse and keyboard perform really well. both are working. mouse is a bit slow. you need a triple A battery for the mouse, while the keyboard is chargeable, it also fits perfectly on my 10.1 inches tablet's case. they are easy to pair with bluetooth. matagal din malowbat ang keyboard and hindi ganoon katagal ang charging time. magbasa mabuti dahil i ordered black mouse and keyboard but they sent white mouse kasi ayun yung nakaindicate.",5,6161968244
thank you seller you ship it out agad and naideliver agad SYA... super nice and okey nia well packaged and surely we will order again.,5,6161968244
Good Item  for the price.. Good Item  for the price.. Nice quality.. Highly recommended.. They will update you and send a picture before shipping the item.. Will definitely order again,5,6161968244
"Product Quality:excellent
Performance:accessible, very unique, slim,  and so affordable
Best Feature:easy to install / connect

The seller is also responsive to my queries I will recommend this to my co teachers",5,6161968244
Sorry for the late review. All keys are working well. It can also be connected so easily. Matagal rin malowbat. Haven't charged it yet since it arrived and I use it everyday. Thank you so much!,5,6161968244
"Maganda ang package niya at quality of products, gumagana lahat ng item. de-battery yung mouse, at ang keyboard ay sobra magada and Wireless bluetooth pareho. I hope tumagal ito.",3,6161968244
"Very high recommended tong shop thank you po seller, working sya safe din dumating😍 ang cute nya sobra hahaha thank you din kay kuyang rider. ❤️",5,6161968244
"sobrang napa ka lightweight po ng prOducts at dumating agad2😍 thank you sooo much seller,  rider at sa cOurier na dn...  napaka updated nung seller update simula pag pack at ship out na😊 all good sana nga lang mag tagal to.. sper RECOMMENDED talaga ang shop na to.  God Bless po. 😇",5,6161968244
"Super nice keyboard , good quality, easy to install. Responsive , legit seller. And it’s amazing because i got this for only 23 pesos best buy ever. Thank you shopee for discounts, voucher and to this shop more power. God bless 😍",5,7916858757
"I love the sound, not too loud and very satisfying!!! The lights doesn't show that much (not too bright) but it's all good, it's very cheap and they delivered it ASAP thumbs up to that! I'd love to order again on this shop they have good quality items that are very cheap!!!",5,7916858757
"Performance:Very Good
Best Feature:Soft Keys & lights
Product Quality:Very Good

Grabeh nakaka inis bakit ganito, Ang ganda ❤️❤️❤️ ! sulit sa price nya, soft sya pindutin, pwede to sa mga work from home, ganda quality , ,.. sarap sya gamitin, naka wrap sya ng maayos, and mabilis lang shipping 3days, responsive din si seller salamat, bili kayo dito sulit promise.☺️☺️☺️, Astig",5,7916858757
Maganda ang keyboard! Hindi matigas I press ang mga keys. Nung una akala ko sira kasi di nag-iilaw yung LED lights nang isaksak ko sa laptop pero kailangan lang palang i press ang Scroll Lock key then iilaw na siya. Maganda talaga ang white nakakalinis tingnan! 😍,5,7916858757
The quality is superb! I opted for this since nakakaawa yung keyboard ng laptop ko pag naggagawa ako ng essays HAHAHA. Thank you seller sa sobrang bilis ng shipping nagulat nalang ako dumating na sya. Kudos to you! Super Worth it 'to guys!❤️🤝,5,7916858757
"Ingay lvl: 80% 😆 soft lang din yung keys niya. The light is pretty af I'm so in love 💯 all keys are working. Check out mo na yan beh 👍🏻 took 3 days to arrive
Ordered: 12-18
Shipped: 12-20
Received: 12-21",5,7916858757
Excited talaga ako dumating to and finally got mine! Happy to know that the seller informed me about this and napakamura be! Dumating na nakabubble wrapped and all keys are working. No damages and bet! Happy buyer here.,5,7916858757
"Performance:Mid
Best Feature:backlight good
Product Quality:mid

Salamat po seller na received ko agad mabilis ship sana tumagal kahit mura mukhang worth it naman.",4,7916858757
"The keyboard was nice and the color is very nice also and I'm hoping that it will last long ✨, Kuya delivery  is very kind OVERALL NICE thank you very much and I suggest this store ✨",5,7916858757
"Great products! Works fine and as expected. The white model is better in terms of keyboard feel, imho, and my daughter loves it very much. RGB lights on the black model looks very cool, although I’m not used to the feel of the keyboard itself. All in all, worth the budget. Highly recommended!",5,7916858757
"Performance:Easy to use, smooth typing  experience,  and no issues so far at all
Best Feature:Solid back-light despite of cheap price, lightweight, and not too loud typing sound
Product Quality:durable, what you see is what you get, and cheap yet high quality

Overall rating: 10/10
I was able to receive  the product around 2-3 days and the rider was really kind, despite  of heavy rains, he was still able to manage to deliver the parcel within the day. The product was really worth to buy. Great back-light  solid lights, no scratches  nor broken parts.",5,7916858757
"Performance:Good
Best Feature:Lights
Product Quality:Good

The keys are all functional, the light colors are pastel very cute (due to white backlit board for me i really aimed for this color) nice typing sounds, very impacted and quiet. The shipping quality is very good no damage just one small dent on the box, also with bubble wrapping. Higly Recommended⌨️",5,7916858757
"Good quality nmn yung products 😊😊😊😊 una akla ko ayaw umilaw pero ayun umilaw den sya wala nmn kase instructions n readable ibang language pero tumingin tingin nalang ako sa same products kung san yung button ng backlight smooth nmn yung keys nya ingat lng sa pagamit
Good for its price 👍👍👍👍👍",5,7916858757
100% legit affordable and recommended. Super happy because it was delivered very fast. Parang 2-3 days lang andito na sya agad. Also it was very well packed and no damage at all. Will buy again from this shop soon. Thank you seller.,5,7916858757
"Performance:It functions as expected
Best Feature:Nice backlight
Product Quality:Just right for its price

Nice backlight, best experience during night time with room lights turned off.",5,7916858757
"Product Quality:Good quality on its low price
Performance:Fast and Smooth
Best Feature:The lighting color of the keyboard

I really liked the keyboard especially the color lighting that is very convenient when you're using it at a dark room or low light environment. Easly to type and the keys are not that hard to press and crisp sound. Definitely recommend ✨",5,7916858757
"Performance:Just about right
Product Quality:Flimsy, bendy, fragile keys

My brother bought this since his laptop's keyboard is aging. The price is just right at the quality, enough to replace the keyboard he's using. It will only be temporary but it does the job.",4,7916858757
"Performance:OKAY
Product Quality:OKAY
Best Feature:LIGHTS

So ayern! Maganda naman sya at nagustuhan ng binilhan ko. Sana lang magtagal. Thanks seller!",5,7916858757
"Excellent Quality 👍 and well packed 👌 naship kaagad at dumating din saakin ng walang sira🥶, gumana rin sya pag try ko, lahat din ng keys ay working, hoping lang na magtagal, sulit na sulit to para sa kanyang presyo, thanks seller willing to buy again 🤝",5,7916858757
"Ordered 01/09 Shipped 01/11 Received 01/12 Order was bubble-wrapped and shipped immediately. Thank you, seller! It's still working as of this moment. Hopefully it lasts long! Highly recommended! 5️⃣⭐",5,7916858757
"Best Feature:Backlit Feature
Product Quality:Great
Performance:Excellent

The keyboard feels nice to the touch and is very responsive, it is also smooth. The lights are nice but I recommend using them at night for better experience of course. Thanks to the Seller and the Delivery Driver! Came earlier than anticipated! Update : Unfortunately the keyboard does not have N-Key Rollover for any of those wondering, but it's still good.",5,7916858757
"Works well 
Fast shipping and delivery 
Will buy again from this shop
Great delivery service
Omg nice naman neto kaso dami need characters for the coins",5,7916858757
"Thank you seller! Thank you shopee..! The item has been deliver with no damage. I will surely order again. The item is well packaged at iningatan din ni J & T.. Salamaaaaat ng marami, magagamit ko ulit yung laptop ko kasi nasira na yung keyboard niya.. Super needed ko pa naman sa research ko..Thanks",5,7916858757
"SORBANG GANDA AT LEGIT NA MABILIS ANG DELIVER. SOLID, WALANG INGAY KAPAG NATATYPE. WORKING LAHAT NG KEYS. THANK YOU SO MUCH, SELLER AND SHOPEE. CAPSLOCK PARA INTENSE! HAHAHAHA I SUPER LOVE YOUR PRODUCT. SANA TUMAGAL ❤️",5,7916858757
"Item looks awesome, all the keys are working properly. The light isn’t too bright but i think it will work fine for me to help me when I’m working late. Was also delivered fast so definitely a plus! Thank you seller! 🌟👍🏼🌟👍🏼🌟👍🏼🌟👍🏼🌟",5,7916858757
eto yung literal na speed HAHAHAHA grabe ang bilis ng delivery sana lahat ng sellers ganito ❤️ kakaorder ko lang kahapon sa flash deals tapos dumating din agad today in good condition. Maraming Salamat po Seller ❤️,5,7916858757
"Best Feature:color
Performance:soft touch
Product Quality:very nice

Thanks seller. This is really awesome, looks expensive yet affordable.",5,7916858757
"Used it for about 2 weeks now and I can definitely say it’s worth the purchase! All keys are working and responsive. Lighting’s also great. Overall, great keyboard for its price point. Kudos to seller! ",5,7916858757
"Medyo matagal lang delivery pero okay naman worth the wait.
Well package po siya. 
Correct items.
Nagana po lahat ng keys pati yung light. 
Good quality for the price po! 
And definitely worth it to buy! 
Akala ko nung una di nagana yung mga numbers pero naka numlock pala jusq HAHAHAAHA.
Ty seller!",5,7916858757
"Tiwala lang at tiyaga sa wakas nabili na din kita using my own savings hehe

It take time for me to buy this kasi tamang ipon muna, di na sumahod sa magulang para humingi. The item is super nice and same as the pictures shown on their shop page. Goods sa lahat, lalo na dun sa mahilig sa lights ❤❤❤❤❤",5,7916858757
"Performance:Great
Best Feature:Nice
Product Quality:Excellent, all keys are working ❤️

Thank you seller, hoping na mas makapal pa yung bubble wrap sa mga susunod na buyers para maiwasang masira. Buti na lang safe dumating sakin. Maayos na nagana magaan yung keyboard. Thank you ulit ☺️❤️",5,7916858757
"The product is cool and stable, it has no damages or scratches. The keys are soft to use and overall thumbs up. Thank you seller for being responsive.",5,7916858757
"The item looks good and working, all buttons are functional just press scroll lock button to light it up. Nice packaging and naka FRAGILE pa. Thank you to the seller. Kodus! ",5,7916858757
"Performance:good
Best Feature:keys
Product Quality:good

well packaged and the keyboard's good, plus yung backlight nya is sa ilalim lang ng mga keys pero yung letters hindi, i tested every key and it works well, overall the product is good for its price. thanks seller!",5,7916858757
"Ang ganda! Noong una ayaw ko pang mag-order dahil baka pagdating dito may basag or may keys na hindi gumagana pero hindi, dumating talaga sya dito in good condition. Tama yung naging desisyon ko. Sinubukan ko na rin ang lahat ng keys, gumagana lahat. Sulit ang bayad dito.",5,7916858757
"The item was shipped and received early. Well packed and even have a fragile sticker to avoid mishandling of item. Highly recommended for work or gaming purposes. Lightweight and easy to use, plug and play. Very happy with the product.",5,7916858757
"Product Quality:excellent
Performance:quick response
Best Feature:backlight

Excellent quality. So far so good. Sana mag tagal. Maraming salamat po. Tamang kulay binigay. Naka bubble wrap sya and wala namang damage. Ang bilis din dumating. Sauulitin seller. Thank you so much!",5,7916858757
"The product came in good condition. As you can see, the box it came in is intact. All keys and the lights work. A good deal!",5,7916858757
"I looooove it! ❤️ The Product is sooo beautiful. Worth the price. It even exceeded my expectation. It was well packed and was shipped early despite the gcq situation. Quality and affordable item. Shopee really made Online shopping more convenient, easier and safer. Thank you seller and shopee. 😊👍❤",5,7916858757
Excellent quality very accommodating seller item shipped immediately will order again.Excellent quality very accommodating seller item shipped immediately will order again.,5,7916858757
"Product Quality:good
Best Feature:good
Performance:good

Thank you seller maganda item legit bagay sa pang gaming na mouse pad at mouse na umiilaw all goods keep it up",5,7916858757
"Maganda yung Quality, nakakatuwa, kung ano yung nasa description ay sakto lang sa dumating sakin, Salamat Seller. ",5,7916858757
"Best Feature:Soft tabs
Performance:Smooth
Product Quality:Good

Ganda ng color, malinis tingnan. Walang damage upon arrival and correct color. Sana magtagal ang dami pa naman naming gumagamit sa bahay ng desktop. 😁😁😁",5,7916858757
"Performance:Nice
Best Feature:Nice
Product Quality:Nice

One of the main benefits of using an LED keyboard is improved visibility. If you regularly use your computer in the dark, you may want to choose an LED keyboard. You'll be able to see the keys more easily thanks to its LED backlighting. LED keyboards look stylish as well.",5,7916858757
"Product Quality:very good
Performance:very nice
Best Feature:backlight so pretty

i love it feels like a mechanical keyboard as in ganda talaga at first hestitant and worth it nice pa ang price hehe ganda 
no damage no broken parts all working
all keys are working very fine

tho sana tatagal regardless i love it great buy! y",5,7916858757
"✔️ Received earlier
✔️ All keys are working
✔️ Light are there, however, on the upper part it's that not visible (I recommend that you buy translucent sticker letters)
✔️ The product is great and hoping it will last 
✔️ The space key is somehow noisy when being pressed but overall it still okay.
Ty",5,7916858757
"Item/s arrived in good condition.
Quality ia okay for it's price.
Delivery is on time.
No issue at all.

Thank you seller.
Thank you shopee!
Tip for new buyers, always check the review section of every product u want to purchase.",5,7916858757
"Performance:Excellent ! ! 👍
Product Quality:Excellent ! ! 👍

Works perfectly fine, fast delivery, no damages, all good ! ! 👌

Might order again
Thanks seller ! ! 👌",5,7916858757
"Product Quality:100% Goods!
Best Feature:100% Goods!
Performance:100% Goods!

Highly Recommended Shop & Seller!

Shipped on time. Item well-packed with bubble wrap. All Items are 100% working & no damage. Received right quantity & variations. Fast & swift friction free transaction. The seller is very responsive!

Thanks Seller, Shopee & J&T riders for taking care of my orders.

God Bless & more sales.",5,7916858757
"Best Feature:10
Performance:10
Product Quality:10

Sobrang ganda.sana mgtagal at hndi agad masira.salamat kay ate rider ang bait nya.ingat po kayo lage.",5,7916858757
"Thank you for the fast shipping seller🤩With bubble wrap🤩 No damage no crack 🤩 Good thing may HDMI cable kasi yung screw ng old cable ayaw pumasok🤩Super satisfied,🤩 Madali lang iset up🤩Sulit na sulit🤩Good job courier",5,13075716114
"Product Quality:Best quality for its price
Performance:Fast
Best Feature:Brightness & Settings can be easily adjusted

Seller was giving updates and sending photos of item before shipping which is 5/5 for their responsiveness. Item was packed securely and fragile tape was around it. Didn’t expect the quality but I’d rate it 10/10. Videos on 1080p or higher is also clear. loved watching movies on it aside from using it for work. The delivert was also fast. Definitely recommended",5,13075716114
